word,word_norm,phon,skeleton,n_tokens,frequency,relevance_mode,category_mode,n_mispronounced,n_meaning_changed,n_dropped,mispron_rate,meaning_change_rate,n_surface_forms,surface_forms,tier,n_variants_kept,variants
ना,ना,Na,N,1,1,3,other,0,0,0,0.0,0.0,1,ना,long_tail,0,
पीलक रहा है,पीलक रहा है,PiLaKaRaHaHe,PLKRHH,3,1,4,concern,1,0,0,1.0,0.0,1,पीलक रहा है,phrase,1,पीला दिख रहा है (1)
मिल्किंग स्टेज,मिल्किंग स्टेज,MiLKinKaSTeJ,MLKKSTJ,2,1,3,growth_stage,0,0,0,0.0,0.0,1,मिल्किंग स्टेज,long_tail,0,
फूंका,फूंका,PunKa,PK,1,1,4,concern,1,0,0,1.0,0.0,1,फूंका,long_tail,1,पुहुका (1)
आठ या नौ,आठ या नौ,aTaYaNo,TYN,3,1,2,quantity_unit,1,1,0,1.0,1.0,1,आठ या नौ,phrase,0,
दो दो फिट,दो दो फिट,DoDoPiT,DDPT,3,1,4,quantity_unit,1,0,0,1.0,0.0,1,दो दो फिट,phrase,0,
फूलभी,फूलभी,PuLaBi,PLB,1,1,4,crop,1,0,0,1.0,0.0,1,फूलभी,long_tail,1,फूल गोभी (1)
चुरा,चुरा,CuRa,CR,1,1,4,concern,1,1,1,1.0,1.0,1,चुरा,long_tail,0,
फुल गोरी,फुल गोरी,PuLaKoRi,PLKR,2,1,4,crop,1,0,0,1.0,0.0,1,फुल गोरी,long_tail,1,फूलगोभी (1)
हरा खेड़ा,हरा खेडा,HaRaKeDa,HRKD,2,1,4,concern,1,1,0,1.0,1.0,1,हरा खेड़ा,long_tail,1,कीडा (1)
तीनों,तीनों,TiNo,TN,1,1,4,quantity_unit,0,0,0,0.0,0.0,1,तीनों,long_tail,0,
मापे,मापे,MaPe,MP,1,1,3,activity_method,0,0,0,0.0,0.0,1,मापे,long_tail,0,
कैस,कैस,KeS,KS,1,1,3,activity_method,1,0,1,1.0,0.0,1,कैस,long_tail,0,
ढाठा,ढाठा,DaTa,DT,1,1,4,other,0,0,0,0.0,0.0,1,ढाठा,long_tail,0,
बोरा सब्जी,बोरा सब्जी,BoRaSaBJi,BRSBJ,2,1,4,crop,0,0,0,0.0,0.0,1,बोरा सब्जी,long_tail,0,
डेलीगेट,डेलीगेट,DeLiKeT,DLKT,1,1,2,other,1,1,0,1.0,1.0,1,डेलीगेट,long_tail,1,कबाड के डेली गेट (1)
पुष्कर,पुष्कर,PuSKaR,PSKR,1,1,4,livestock,0,0,0,0.0,0.0,1,पुष्कर,long_tail,0,
अर्धबलन,अर्धबलन,aRDaBaLaN,RDBLN,1,1,4,concern,1,1,0,1.0,1.0,1,अर्धबलन,long_tail,1,अर्ध गलने (1)
गैरजैविक,गैरजैविक,KeRaJeBiK,KRJBK,1,1,3,activity_method,1,0,0,1.0,0.0,1,गैरजैविक,long_tail,1,गैर जैविक (1)
जार गया,जार गया,JaRaKaYa,JRKY,2,1,4,concern,1,0,0,1.0,0.0,1,जार गया,long_tail,1,जर गया (1)
जर गया,जर गया,JaRaKaYa,JRKY,2,1,4,concern,1,1,0,1.0,1.0,1,जर गया,long_tail,1,जल गया (1)
गौपालन,गौपालन,KoPaLaN,KPLN,1,1,3,activity_method,1,0,0,1.0,0.0,1,गौपालन,long_tail,1,गौ पालन (1)
गौ लोन,गौ लोन,KoLoN,KLN,2,1,4,other,0,0,0,0.0,0.0,1,गौ लोन,long_tail,0,
छांया,छांया,CanYa,CY,1,1,3,other,1,0,0,1.0,0.0,1,छांया,long_tail,1,छाया (1)
बनकर तैयार,बनकर तैयार,BaNaKaRaTeYaR,BNKRTYR,2,1,3,growth_stage,1,0,0,1.0,0.0,1,बनकर तैयार,long_tail,1,बन के तैयारी (1)
घनामृत,घनामृत,KaNaMriT,KNMT,1,1,4,fertilizer_chemical,1,1,1,1.0,1.0,1,घनामृत,long_tail,0,
सत्रह दिन,सत्रह दिन,SaTRaHaDiN,STRHDN,2,1,4,quantity_unit,1,1,0,1.0,1.0,1,सत्रह दिन,long_tail,0,
तबियत,तबियत,TaBiYaT,TBYT,1,1,4,concern,0,0,0,0.0,0.0,1,तबियत,long_tail,0,
सीयू जीरो दो सौ अड़तीस,सीयू जीरो दो सौ अडतीस,SiYuJiRoDoSoaDaTiS,SYJRDSDTS,5,1,2,variety,1,0,0,1.0,0.0,1,सीयू जीरो दो सौ अड़तीस,phrase,1,सी यू 0 238 (1)
छिप झड़क,छिप झडक,CiPaJaDaK,CPJDK,2,1,4,concern,1,0,0,1.0,0.0,1,छिप झड़क,long_tail,1,छिप झलक (1)
डांटा,डांटा,DanTa,DT,1,1,4,other,1,1,0,1.0,1.0,1,डांटा,long_tail,1,कांटा (1)
कराया जाए,कराया जाए,KaRaYaJae,KRYJ,2,1,3,activity_method,0,0,0,0.0,0.0,1,कराया जाए,long_tail,0,
पक गई,पक गई,PaKaKai,PKK,2,1,3,growth_stage,0,0,0,0.0,0.0,1,पक गई,long_tail,0,
जैवक,जैवक,JeBaK,JBK,1,1,3,activity_method,1,0,0,1.0,0.0,1,जैवक,long_tail,1,जैविक (1)
गौरी,गौरी,KoRi,KR,1,1,2,other,1,1,0,1.0,1.0,1,गौरी,long_tail,0,
पीला पड़गो,पीला पडगो,PiLaPaDaKo,PLPDK,2,1,4,concern,1,1,0,1.0,1.0,1,पीला पड़गो,long_tail,1,खिला फल (1)
पीला पकड़ रहा है,पीला पकड रहा है,PiLaPaKaDaRaHaHe,PLPKDRHH,4,1,4,concern,0,0,0,0.0,0.0,1,पीला पकड़ रहा है,phrase,0,
पावर खाद,पावर खाद,PaBaRaKaD,PBRKD,2,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,पावर खाद,long_tail,0,
झोकड़ा,झोकडा,JoKaDa,JKD,1,1,4,concern,1,0,0,1.0,0.0,1,झोकड़ा,long_tail,1,झोंका (1)
खर पात,खर पात,KaRaPaT,KRPT,2,1,4,concern,0,0,0,0.0,0.0,1,खर पात,long_tail,0,
दूसरा पटाने,दूसरा पटाने,DuSaRaPaTaNe,DSRPTN,2,1,3,activity_method,1,0,0,1.0,0.0,1,दूसरा पटाने,long_tail,1,दूसरा पटौनी (1)
सुने,सुने,SuNe,SN,1,1,3,other,1,1,0,1.0,1.0,1,सुने,long_tail,1,समय (1)
धोका,धोका,DoKa,DK,1,1,4,concern,1,1,0,1.0,1.0,1,धोका,long_tail,1,गल (1)
गर्भ नहीं धारण किया,गर्भ नहीं धारण किया,KaRBaNaHinDaRaNaKiYa,KRBNHDRNKY,4,1,4,concern,0,0,0,0.0,0.0,1,गर्भ नहीं धारण किया,phrase,0,
एनएफएल,एनएफएल,eNaePaeL,NPL,1,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,एनएफएल,long_tail,0,
मुंगरा,मुंगरा,MunKaRa,MKR,1,1,4,crop,1,1,0,1.0,1.0,1,मुंगरा,long_tail,1,मोहरा (1)
जिलों,जिलों,JiLo,JL,1,1,2,location,0,0,0,0.0,0.0,1,जिलों,long_tail,0,
पता नहीं क्यों,पता नहीं क्यों,PaTaNaHinKYo,PTNHKY,3,1,3,other,1,1,0,1.0,1.0,1,पता नहीं क्यों,phrase,1,पकने के बाद (1)
बंझौरी,बंझौरी,BanJoRi,BJR,1,1,4,concern,1,0,0,1.0,0.0,1,बंझौरी,long_tail,1,बंजोरी (1)
झार रहा है,झार रहा है,JaRaRaHaHe,JRRHH,3,1,4,concern,1,0,0,1.0,0.0,1,झार रहा है,phrase,1,झर रहा है (1)
मैरीगोल्ड,मैरीगोल्ड,MeRiKoLD,MRKLD,1,1,4,crop,0,0,0,0.0,0.0,1,मैरीगोल्ड,long_tail,0,
ईट,ईट,iT,T,1,1,4,other,0,0,0,0.0,0.0,1,ईट,long_tail,0,
सुख तिया,सुख तिया,SuKaTiYa,SKTY,2,1,4,concern,1,1,0,1.0,1.0,1,सुख तिया,long_tail,1,रुकती है (1)
चिठुआ,चिठुआ,CiTua,CT,1,1,4,concern,1,1,0,1.0,1.0,1,चिठुआ,long_tail,1,चीट (1)
तेवा,तेवा,TeBa,TB,1,1,2,other,1,1,0,1.0,1.0,1,तेवा,long_tail,1,त्यौहार (1)
कमाने,कमाने,KaMaNe,KMN,1,1,3,activity_method,1,0,0,1.0,0.0,1,कमाने,long_tail,1,कमाएंगे (1)
मिलीमीटर,मिलीमीटर,MiLiMiTaR,MLMTR,1,1,4,quantity_unit,0,0,0,0.0,0.0,1,मिलीमीटर,long_tail,0,
उजला वाइट,उजला वाइट,uJaLaBaiT,JLBT,2,1,4,concern,1,0,0,1.0,0.0,1,उजला वाइट,long_tail,1,उजला मुझे वाइट (1)
कटने के बाद,कटने के बाद,KaTaNeKeBaD,KTNKBD,3,1,3,activity_method,0,0,0,0.0,0.0,1,कटने के बाद,phrase,0,
सदस्य,सदस्य,SaDaSY,SDSY,1,1,3,other,0,0,0,0.0,0.0,1,सदस्य,long_tail,0,
ऊपर से ड्रेसिंग,ऊपर से ड्रेसिंग,uPaRaSeDReSinK,PRSDRSK,3,1,3,activity_method,0,0,0,0.0,0.0,1,ऊपर से ड्रेसिंग,phrase,0,
फलिछेदक,फलिछेदक,PaLiCeDaK,PLCDK,1,1,4,concern,1,0,0,1.0,0.0,1,फलिछेदक,long_tail,1,फल छेदक (1)
नीम का पेड़,नीम का पेड,NiMaKaPeD,NMKPD,3,1,2,other,0,0,0,0.0,0.0,1,नीम का पेड़,phrase,0,
फूल झरने वाला,फूल झरने वाला,PuLaJaRaNeBaLa,PLJRNBL,3,1,4,concern,1,0,0,1.0,0.0,1,फूल झरने वाला,phrase,0,
छेद करने वाला,छेद करने वाला,CeDaKaRaNeBaLa,CDKRNBL,3,1,4,concern,0,0,0,0.0,0.0,1,छेद करने वाला,phrase,0,
कम अंकुरित होने,कम अंकुरित होने,KaManKuRiTaHoNe,KMKRTHN,3,1,4,concern,0,0,0,0.0,0.0,1,कम अंकुरित होने,phrase,0,
ऑपरेशन,ऑपरेशन,oPaReSaN,PRSN,1,1,3,activity_method,1,1,0,1.0,1.0,1,ऑपरेशन,long_tail,1,आप प्रेशर में (1)
पेंट,पेंट,PenT,PT,1,1,3,other,1,0,0,1.0,0.0,1,पेंट,long_tail,1,पैंट (1)
अटरू,अटरू,aTaRu,TR,1,1,2,crop,1,1,0,1.0,1.0,1,अटरू,long_tail,1,पात्रों (1)
बापु,बापु,BaPu,BP,1,1,4,livestock,1,0,0,1.0,0.0,1,बापु,long_tail,1,बापू (1)
जिंदा करें,जिंदा करें,JinDaKaRe,JDKR,2,1,3,activity_method,0,0,0,0.0,0.0,1,जिंदा करें,long_tail,0,
मार रही है,मार रही है,MaRaRaHiHe,MRRHH,3,1,4,concern,1,1,0,1.0,1.0,1,मार रही है,phrase,1,मर रही है (1)
उलट गया,उलट गया,uLaTaKaYa,LTKY,2,1,4,concern,0,0,0,0.0,0.0,1,उलट गया,long_tail,0,
अन्य,अन्य,aNY,NY,1,1,2,other,0,0,0,0.0,0.0,1,अन्य,long_tail,0,
पैदा लेने,पैदा लेने,PeDaLeNe,PDLN,2,1,3,activity_method,0,0,0,0.0,0.0,1,पैदा लेने,long_tail,0,
गड़,गड,KaD,KD,1,1,3,activity_method,1,0,0,1.0,0.0,1,गड़,long_tail,1,गाड (1)
पूछिए,पूछिए,PuCie,PC,1,1,3,activity_method,0,0,0,0.0,0.0,1,पूछिए,long_tail,0,
अपनाना,अपनाना,aPaNaNa,PNN,1,1,3,activity_method,0,0,0,0.0,0.0,1,अपनाना,long_tail,0,
उपजाऊ भूमि,उपजाऊ भूमि,uPaJauBuMi,PJBM,2,1,4,other,0,0,0,0.0,0.0,1,उपजाऊ भूमि,long_tail,0,
वैज्ञानिक तरीका,वैज्ञानिक तरीका,BeJNaNiKaTaRiKa,BJNNKTRK,2,1,3,activity_method,0,0,0,0.0,0.0,1,वैज्ञानिक तरीका,long_tail,0,
दस से हजार पीपीएम,दस से हजार पीपीएम,DaSaSeHaJaRaPiPieM,DSSHJRPPM,4,1,4,quantity_unit,1,0,0,1.0,0.0,1,दस से हजार पीपीएम,phrase,1,10 से 1000 पीपीएम (1)
एथि वाला,एथि वाला,eTiBaLa,TBL,2,1,2,fertilizer_chemical,1,0,0,1.0,0.0,1,एथि वाला,long_tail,1,इथाइल वाला (1)
लाही वाला,लाही वाला,LaHiBaLa,LHBL,2,1,4,concern,1,0,0,1.0,0.0,1,लाही वाला,long_tail,1,लाइ वाला (1)
झांस,झांस,JanS,JS,1,1,4,concern,1,1,0,1.0,1.0,1,झांस,long_tail,1,धास (1)
अंधी,अंधी,anDi,D,1,1,4,concern,1,0,0,1.0,0.0,1,अंधी,long_tail,1,आंधी (1)
अच्छी पौधा नहीं है,अच्छी पौधा नहीं है,aCiPoDaNaHinHe,CPDNHH,4,1,4,concern,1,0,0,1.0,0.0,1,अच्छी पौधा नहीं है,phrase,1,अच्छी पौधा नहीं (1)
अशोक चक्र,अशोक चक्र,aSoKaCaKR,SKCKR,2,1,2,other,1,1,0,1.0,1.0,1,अशोक चक्र,long_tail,1,फसल चक्र (1)
इन्सेक्ट,इन्सेक्ट,iNSeKT,NSKT,1,1,4,concern,1,0,0,1.0,0.0,1,इन्सेक्ट,long_tail,1,इंसेक्ट (1)
दिन में,दिन में,DiNaMe,DNM,2,1,3,other,0,0,0,0.0,0.0,1,दिन में,long_tail,0,
जैसे अभी,जैसे अभी,JeSeaBi,JSB,2,1,3,other,1,1,0,1.0,1.0,1,जैसे अभी,long_tail,1,सभी (1)
मियां,मियां,MiYa,MY,1,1,4,livestock,0,0,0,0.0,0.0,1,मियां,long_tail,0,
खाना नहीं खा रहा हूं,खाना नहीं खा रहा हूं,KaNaNaHinKaRaHaHu,KNNHKRHH,5,1,4,concern,1,0,0,1.0,0.0,1,खाना नहीं खा रहा हूं,phrase,0,
दाना निकलने,दाना निकलने,DaNaNiKaLaNe,DNNKLN,2,1,3,growth_stage,0,0,0,0.0,0.0,1,दाना निकलने,long_tail,0,
पिपरा खर,पिपरा खर,PiPaRaKaR,PPRKR,2,1,4,concern,0,0,0,0.0,0.0,1,पिपरा खर,long_tail,0,
ठंडी के समय,ठंडी के समय,TanDiKeSaMaY,TDKSMY,3,1,3,other,0,0,0,0.0,0.0,1,ठंडी के समय,phrase,0,
सात माह,सात माह,SaTaMa,STM,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,सात माह,long_tail,0,
कान बह रहा,कान बह रहा,KaNaBaHaRaHa,KNBHRH,3,1,4,concern,0,0,0,0.0,0.0,1,कान बह रहा,phrase,0,
पैदा होए,पैदा होए,PeDaHoe,PDH,2,1,4,other,1,0,0,1.0,0.0,1,पैदा होए,long_tail,1,पैदा हो गए (1)
कोउचि कोउचि,कोउचि कोउचि,KouCiKouCi,KCKC,2,1,3,fertilizer_chemical,1,1,0,1.0,1.0,1,कोउचि कोउचि,long_tail,1,कागजी को ची (1)
भौगोलिक,भौगोलिक,BoKoLiK,BKLK,1,1,2,location,0,0,0,0.0,0.0,1,भौगोलिक,long_tail,0,
दिशाएं,दिशाएं,DiSae,DS,1,1,3,location,1,1,0,1.0,1.0,1,दिशाएं,long_tail,1,दशाएं (1)
नहीं खिल रहा है,नहीं खिल रहा है,NaHinKiLaRaHaHe,NHKLRHH,4,1,4,concern,0,0,0,0.0,0.0,1,नहीं खिल रहा है,phrase,0,
कच्चा गोबर,कच्चा गोबर,KaCaKoBaR,KCKBR,2,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,कच्चा गोबर,long_tail,0,
नहीं बढ़ता,नहीं बढता,NaHinBaDaTa,NHBDT,2,1,4,concern,0,0,0,0.0,0.0,1,नहीं बढ़ता,long_tail,0,
शरब,शरब,SaRaB,SRB,1,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,शरब,long_tail,1,सर्फ (1)
सर्फ,सर्फ,SaRP,SRP,1,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,सर्फ,long_tail,1,सरफ (1)
काली मृदा,काली मृदा,KaLiMriDa,KLMD,2,1,2,other,0,0,0,0.0,0.0,1,काली मृदा,long_tail,0,
बुवा हूं,बुवा हूं,BuBaHu,BBH,2,1,3,activity_method,1,0,0,1.0,0.0,1,बुवा हूं,long_tail,1,बोया हूं (1)
गब्भा मारने,गब्भा मारने,KaBaMaRaNe,KBMRN,2,1,3,activity_method,1,0,0,1.0,0.0,1,गब्भा मारने,long_tail,1,गबा माने (1)
भीलोरा,भीलोरा,BiLoRa,BLR,1,1,4,concern,1,0,0,1.0,0.0,1,भीलोरा,long_tail,1,भीलौर (1)
इकड़ी,इकडी,iKaDi,KD,1,1,4,concern,1,0,0,1.0,0.0,1,इकड़ी,long_tail,1,एकडी (1)
यहा,यहा,YaHa,YH,1,1,2,location,1,0,0,1.0,0.0,1,यहा,long_tail,1,यहां (1)
दूसरा खाद,दूसरा खाद,DuSaRaKaD,DSRKD,2,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,दूसरा खाद,long_tail,0,
दो हजार बाइस,दो हजार बाइस,DoHaJaRaBaiS,DHJRBS,3,1,3,other,0,0,0,0.0,0.0,1,दो हजार बाइस,phrase,0,
अभी कल दिनांक,अभी कल दिनांक,aBiKaLaDiNanK,BKLDNK,3,1,3,quantity_unit,1,1,0,1.0,1.0,1,अभी कल दिनांक,phrase,1,अभी के दिनांक (1)
बोराड़,बोराड,BoRaD,BRD,1,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,बोराड़,long_tail,1,बोरर (1)
धारे,धारे,DaRe,DR,1,1,3,activity_method,1,0,0,1.0,0.0,1,धारे,long_tail,1,धरे (1)
दाहिना,दाहिना,DaHiNa,DHN,1,1,2,other,1,0,0,1.0,0.0,1,दाहिना,long_tail,1,दहिना (1)
बाया,बाया,BaYa,BY,1,1,2,other,0,0,0,0.0,0.0,1,बाया,long_tail,0,
ओर,ओर,oR,R,1,1,4,crop,1,1,0,1.0,1.0,1,ओर,long_tail,1,मूर (1)
गेहूं के खेतों,गेहूं के खेतों,KeHunKeKeTo,KHKKT,3,1,2,location,0,0,0,0.0,0.0,1,गेहूं के खेतों,phrase,0,
बहुत से,बहुत से,BaHuTaSe,BHTS,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,बहुत से,long_tail,0,
कीटाणु नाशी,कीटाणु नाशी,KiTaNuNaSi,KTNNS,2,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,कीटाणु नाशी,long_tail,0,
छींट दिया,छींट दिया,CinTaDiYa,CTDY,2,1,3,activity_method,1,0,0,1.0,0.0,1,छींट दिया,long_tail,1,छिड दिया (1)
धंधी,धंधी,DanDi,DD,1,1,4,concern,1,0,0,1.0,0.0,1,धंधी,long_tail,1,धानी (1)
कई वर्षों से,कई वर्षों से,KaiBaRSonSe,KBRSS,3,1,3,other,0,0,0,0.0,0.0,1,कई वर्षों से,phrase,0,
सॉलिड फल,सोलिड फल,SoLiDaPaL,SLDPL,2,1,3,other,0,0,0,0.0,0.0,1,सॉलिड फल,long_tail,0,
जियो लाइफ,जियो लाइफ,JiYoLaiP,JYLP,2,1,2,other,0,0,0,0.0,0.0,1,जियो लाइफ,long_tail,0,
बिगर नैनो,बिगर नैनो,BiKaRaNeNo,BKRNN,2,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,बिगर नैनो,long_tail,0,
ट्रेनर,ट्रेनर,TReNaR,TRNR,1,1,2,other,0,0,0,0.0,0.0,1,ट्रेनर,long_tail,0,
छोड़े,छोडे,CoDe,CD,1,1,3,activity_method,0,0,0,0.0,0.0,1,छोड़े,long_tail,0,
बढ़त,बढत,BaDaT,BDT,1,1,4,concern,0,0,0,0.0,0.0,1,बढ़त,long_tail,0,
घरेलू चीजों,घरेलू चीजों,KaReLuCiJo,KRLCJ,2,1,3,activity_method,0,0,0,0.0,0.0,1,घरेलू चीजों,long_tail,0,
पकता नहीं है,पकता नहीं है,PaKaTaNaHinHe,PKTNHH,3,1,4,concern,0,0,0,0.0,0.0,1,पकता नहीं है,phrase,0,
बतिया कीड़ा,बतिया कीडा,BaTiYaKiDa,BTYKD,2,1,4,concern,1,1,0,1.0,1.0,1,बतिया कीड़ा,long_tail,1,कीडा (1)
चौबीस माह,चौबीस माह,CoBiSaMa,CBSM,2,1,3,quantity_unit,1,0,0,1.0,0.0,1,चौबीस माह,long_tail,1,24 मां (1)
गाय का बच्चा,गाय का बच्चा,KaYaKaBaCa,KYKBC,3,1,4,livestock,0,0,0,0.0,0.0,1,गाय का बच्चा,phrase,0,
अशोका,अशोका,aSoKa,SK,1,1,4,crop,0,0,0,0.0,0.0,1,अशोका,long_tail,0,
भटे,भटे,BaTe,BT,1,1,4,crop,1,1,0,1.0,1.0,1,भटे,long_tail,1,आटे (1)
उखड़ जाते हैं,उखड जाते हैं,uKaDaJaTeHe,KDJTH,3,1,3,activity_method,1,1,0,1.0,1.0,1,उखड़ जाते हैं,phrase,1,रुक कर जाते हैं (1)
पल्ला मारता,पल्ला मारता,PaLaMaRaTa,PLMRT,2,1,4,concern,1,0,0,1.0,0.0,1,पल्ला मारता,long_tail,1,पल्ला मार देता (1)
करनाल,करनाल,KaRaNaL,KRNL,1,1,2,location,1,0,0,1.0,0.0,1,करनाल,long_tail,1,करना (1)
जैव,जैव,JeB,JB,1,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,जैव,long_tail,1,जाइम (1)
बगला,बगला,BaKaLa,BKL,1,1,4,crop,1,0,0,1.0,0.0,1,बगला,long_tail,1,बांगला (1)
पकड़ रहा हो,पकड रहा हो,PaKaDaRaHaHo,PKDRHH,3,1,3,growth_stage,0,0,0,0.0,0.0,1,पकड़ रहा हो,phrase,0,
अच्छा खाद,अच्छा खाद,aCaKaD,CKD,2,1,3,other,1,1,0,1.0,1.0,1,अच्छा खाद,long_tail,1,अच्छा फल (1)
इंडोफिल एम पैंतालीस,इंडोफिल एम पैंतालीस,inDoPiLaeMaPenTaLiS,DPLMPTLS,3,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,इंडोफिल एम पैंतालीस,phrase,1,इंडो फिल्म 45 (1)
कितना समय पर,कितना समय पर,KiTaNaSaMaYaPaR,KTNSMYPR,3,1,3,other,0,0,0,0.0,0.0,1,कितना समय पर,phrase,0,
ऊपर वाले,ऊपर वाले,uPaRaBaLe,PRBL,2,1,3,other,0,0,0,0.0,0.0,1,ऊपर वाले,long_tail,0,
खाली हुए खेत,खाली हुए खेत,KaLiHueKeT,KLHKT,3,1,3,activity_method,0,0,0,0.0,0.0,1,खाली हुए खेत,phrase,0,
काट कर,काट कर,KaTaKaR,KTKR,2,1,3,activity_method,0,0,0,0.0,0.0,1,काट कर,long_tail,0,
पत्तेवा,पत्तेवा,PaTeBa,PTB,1,1,3,growth_stage,1,0,0,1.0,0.0,1,पत्तेवा,long_tail,1,पत्ती व (1)
सरस्वती जी,सरस्वती जी,SaRaSBaTiJi,SRSBTJ,2,1,2,other,0,0,0,0.0,0.0,1,सरस्वती जी,long_tail,0,
विदाई,विदाई,BiDai,BD,1,1,2,other,0,0,0,0.0,0.0,1,विदाई,long_tail,0,
अच्छा से नहीं दे रहा,अच्छा से नहीं दे रहा,aCaSeNaHinDeRaHa,CSNHDRH,5,1,4,concern,1,1,0,1.0,1.0,1,अच्छा से नहीं दे रहा,phrase,1,अच्छा सुनाई दिया (1)
टॉप अप,टोप अप,ToPaP,TPP,2,1,3,activity_method,1,1,0,1.0,1.0,1,टॉप अप,long_tail,0,
पकर रहा है,पकर रहा है,PaKaRaRaHaHe,PKRRHH,3,1,3,concern,1,1,0,1.0,1.0,1,पकर रहा है,phrase,1,पर कर रहा है (1)
फसल अच्छी,फसल अच्छी,PaSaLaCi,PSLC,2,1,4,concern,0,0,0,0.0,0.0,1,फसल अच्छी,long_tail,0,
हाफ लीटर,हाफ लीटर,HaPaLiTaR,HPLTR,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,हाफ लीटर,long_tail,0,
उप जाये,उप जाये,uPaJaYe,PJY,2,1,3,growth_stage,1,0,0,1.0,0.0,1,उप जाये,long_tail,1,उग पाए (1)
कट जाना,कट जाना,KaTaJaNa,KTJN,2,1,3,activity_method,0,0,0,0.0,0.0,1,कट जाना,long_tail,0,
चौड़ी पत्ती वाला,चौडी पत्ती वाला,CoDiPaTiBaLa,CDPTBL,3,1,4,concern,0,0,0,0.0,0.0,1,चौड़ी पत्ती वाला,phrase,0,
पस खाद,पस खाद,PaSaKaD,PSKD,2,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,पस खाद,long_tail,1,वर्मी कंपोस्ट खाद (1)
पूरा भर गया,पूरा भर गया,PuRaBaRaKaYa,PRBRKY,3,1,3,concern,0,0,0,0.0,0.0,1,पूरा भर गया,phrase,0,
लाल प्याज,लाल प्याज,LaLaPYaJ,LLPYJ,2,1,4,crop,0,0,0,0.0,0.0,1,लाल प्याज,long_tail,0,
कारण लगने,कारण लगने,KaRaNaLaKaNe,KRNLKN,2,1,3,concern,0,0,0,0.0,0.0,1,कारण लगने,long_tail,0,
बैटरी वाला ट्रैक्टर,बैटरी वाला ट्रैक्टर,BeTaRiBaLaTReKTaR,BTRBLTRKTR,3,1,4,tool,1,1,0,1.0,1.0,1,बैटरी वाला ट्रैक्टर,phrase,1,पैडी प्लांट ट्रैक्टर (1)
खेदा जाएगा,खेदा जाएगा,KeDaJaeKa,KDJK,2,1,3,activity_method,0,0,0,0.0,0.0,1,खेदा जाएगा,long_tail,0,
क्रायोसेरा,क्रायोसेरा,KRaYoSeRa,KRYSR,1,1,4,concern,0,0,0,0.0,0.0,1,क्रायोसेरा,long_tail,0,
मुरा,मुरा,MuRa,MR,1,1,2,crop,1,0,0,1.0,0.0,1,मुरा,long_tail,1,मुराई (1)
भुआ पीलू,भुआ पीलू,BuaPiLu,BPL,2,1,4,concern,1,0,0,1.0,0.0,1,भुआ पीलू,long_tail,1,भुवा पिल्लू (1)
सिकुड़ करके,सिकुड करके,SiKuDaKaRaKe,SKDKRK,2,1,4,concern,0,0,0,0.0,0.0,1,सिकुड़ करके,long_tail,0,
सुख सुख रहा,सुख सुख रहा,SuKaSuKaRaHa,SKSKRH,3,1,4,concern,0,0,0,0.0,0.0,1,सुख सुख रहा,phrase,0,
कच्चा दूध,कच्चा दूध,KaCaDuD,KCDD,2,1,4,other,0,0,0,0.0,0.0,1,कच्चा दूध,long_tail,0,
पकल दूध,पकल दूध,PaKaLaDuD,PKLDD,2,1,4,other,1,0,0,1.0,0.0,1,पकल दूध,long_tail,1,पक्का दूध (1)
बायोसिल,बायोसिल,BaYoSiL,BYSL,1,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,बायोसिल,long_tail,1,बायो सल्फर (1)
फ्लाइट,फ्लाइट,PLaiT,PLT,1,1,2,other,1,1,0,1.0,1.0,1,फ्लाइट,long_tail,1,लास्ट (1)
काम आए,काम आए,KaMae,KM,2,1,3,activity_method,0,0,0,0.0,0.0,1,काम आए,long_tail,0,
वृद्धि रुकना,वृद्धि रुकना,BriDiRuKaNa,BDRKN,2,1,4,concern,0,0,0,0.0,0.0,1,वृद्धि रुकना,long_tail,0,
होजरीएम,होजरीएम,HoJaRieM,HJRM,1,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,होजरीएम,long_tail,1,हरजेरियम (1)
संचालन,संचालन,SanCaLaN,SCLN,1,1,3,activity_method,0,0,0,0.0,0.0,1,संचालन,long_tail,0,
टिलरिंग स्टेज,टिलरिंग स्टेज,TiLaRinKaSTeJ,TLRKSTJ,2,1,3,growth_stage,0,0,0,0.0,0.0,1,टिलरिंग स्टेज,long_tail,0,
